Date,Day,Time,Solar Units Generated (kWh),Inverter Status,SMB1 (kW),SMB1 Status,SMB2 (kW),SMB2 Status,SMB3 (kW),SMB3 Status,SMB4 (kW),SMB4 Status,SMB5 (kW),SMB5 Status
2026-03-27,Friday,15:49:12,0.82,ON,9.212,ON,36.594,ON,34.285,ON,30.178,ON,9.601,ON
